Time (abs), P1 (atm), SetP1 (atm), Rate (Hz) 
24:37.5,196.65,200,500.98
24:37.5,196.67,200,503.08
24:37.5,196.69,200,503.08
24:37.5,196.68,200,499.51
24:37.5,196.68,200,496.63
24:37.6,196.71,200,497.82
24:37.6,196.71,200,498.28
24:37.6,196.69,200,494.2
24:37.6,196.7,200,494.2
24:37.6,196.7,200,496.9
24:37.7,196.71,200,494.84
24:37.7,196.71,200,495.53
24:37.7,196.71,200,492.78
24:37.7,196.71,200,493.19
24:37.7,196.71,200,493.19
24:37.8,196.7,200,493.7
24:37.8,196.7,200,493.7
24:37.8,196.69,200,494.48
24:37.8,196.69,200,494.48
24:37.8,196.71,200,496.77
24:37.9,196.7,200,497.09
24:37.9,196.67,200,493.52
24:37.9,196.69,200,495.16
24:37.9,196.69,200,498.92
24:38.0,196.7,200,495.9
24:38.0,196.7,200,495.9
24:38.0,196.69,200,495.25
24:38.0,196.7,200,494.66
24:38.0,196.7,200,496.99
24:38.1,196.71,200,494.52
24:38.1,196.71,200,494.52
24:38.1,196.7,200,493.74
24:38.1,196.7,200,493.65
24:38.1,196.71,200,494.71
24:38.2,196.67,200,494.43
24:38.2,196.67,200,494.02
24:38.2,196.69,200,498.92
24:38.2,196.72,200,498.92
24:38.2,196.7,200,497.13
24:38.3,196.72,200,491.5
24:38.3,196.72,200,494.84
24:38.3,196.73,200,491.91
24:38.3,196.73,200,491.91
24:38.3,196.73,200,490.81
24:38.4,196.72,200,490.95
24:38.4,196.71,200,490.77
24:38.4,196.71,200,491.96
24:38.4,196.73,200,493.24
24:38.4,196.73,200,493.24
24:38.5,196.72,200,490.91
24:38.5,196.73,200,490.17
24:38.5,196.73,200,491.78
24:38.5,196.73,200,490.22
24:38.6,196.72,200,489.99
24:38.6,196.75,200,489.99
24:38.6,196.72,200,491.82
24:38.6,196.75,200,487.79
24:38.6,196.75,200,491.78
24:38.7,196.75,200,488.07
24:38.7,196.76,200,488.07
24:38.7,196.75,200,487.11
24:38.7,196.75,200,485.78
24:38.7,196.75,200,488.16
24:38.8,196.73,200,487.34
24:38.8,196.73,200,487.34
24:38.8,196.74,200,490.54
24:38.8,196.75,200,490.54
24:38.8,196.74,200,489.35
24:38.9,196.74,200,487.15
24:38.9,196.74,200,488.75
24:38.9,196.73,200,488.53
24:38.9,196.73,200,488.53
24:39.0,196.73,200,489.94
24:39.0,196.73,200,490.86
24:39.0,196.72,200,489.81
24:39.0,196.71,200,489.81
24:39.0,196.73,200,492.65
24:39.1,196.71,200,493.65
24:39.1,196.71,200,491.09
24:39.1,196.71,200,494.2
24:39.1,196.7,200,494.2
24:39.1,196.69,200,493.24
24:39.2,196.68,200,494.61
24:39.2,196.68,200,495.99
24:39.2,196.69,200,498.41
24:39.2,196.68,200,498.41
24:39.3,196.68,200,496.72
24:39.3,196.68,200,498.41
24:39.3,196.67,200,498.14
24:39.3,196.68,200,498.55
24:39.3,196.68,200,499.01
24:39.4,196.66,200,498.18
24:39.4,196.66,200,498.18
24:39.4,196.65,200,501.48
24:39.4,196.64,200,500.79
24:39.5,196.64,200,502.85
24:39.5,196.63,200,504
24:39.5,196.63,200,504.59
24:39.5,196.62,200,505.83
24:39.5,196.63,200,506.15
24:39.6,196.63,200,506.47
24:39.6,196.64,200,504.82
24:39.6,196.63,200,504.82
24:39.6,196.62,200,503.86
24:39.6,196.64,200,505.97
24:39.7,196.63,200,506.29
24:39.7,196.65,200,503.68
24:39.7,196.64,200,505
24:39.7,196.64,200,503.08
24:39.8,196.65,200,503.4
24:39.8,196.64,200,503.4
24:39.8,196.65,200,502.85
24:39.8,196.65,200,504.09
24:39.8,196.66,200,503.17
24:39.9,196.65,200,501.98
24:39.9,196.65,200,501.11
24:39.9,196.68,200,501.94
24:39.9,196.69,200,501.94
24:39.9,196.69,200,497.96
24:40.0,196.69,200,497.04
24:40.0,196.69,200,497.04
24:40.0,196.7,200,497.13
24:40.0,196.69,200,496.9
24:40.0,196.69,200,495.3
24:40.1,196.68,200,496.58
24:40.1,196.68,200,496.58
24:40.1,196.68,200,497.54
24:40.1,196.66,200,497.27
24:40.1,196.68,200,498.64
24:40.2,196.68,200,500.29
24:40.2,196.68,200,497.73
24:40.2,196.7,200,497.59
24:40.2,196.71,200,497.59
24:40.2,196.7,200,495.71
24:40.3,196.7,200,492.92
24:40.3,196.7,200,494.84
24:40.3,196.71,200,494.61
24:40.3,196.71,200,495.3
24:40.4,196.69,200,494.16
24:40.4,196.7,200,494.16
24:40.4,196.7,200,496.58
24:40.4,196.7,200,494.57
24:40.4,196.7,200,495.03
24:40.5,196.7,200,495.03
24:40.5,196.7,200,495.44
24:40.5,196.72,200,495.39
24:40.5,196.71,200,495.39
24:40.5,196.71,200,492.74
24:40.6,196.71,200,493.52
24:40.6,196.69,200,493.52
24:40.6,196.71,200,493.93
24:40.6,196.71,200,495.9
24:40.6,196.71,200,493.56
24:40.7,196.7,200,493.56
24:40.7,196.69,200,494.2
24:40.7,196.69,200,494.43
24:40.7,196.69,200,496.08
24:40.7,196.69,200,496.08
24:40.8,196.68,200,496.95
24:40.8,196.68,200,496.49
24:40.8,196.7,200,498.73
24:40.8,196.69,200,498.73
24:40.9,196.69,200,495.03
24:40.9,196.69,200,497.22
24:40.9,196.7,200,497.22
24:40.9,196.69,200,496.26
24:40.9,196.7,200,495.62
24:41.0,196.7,200,495.8
24:41.0,196.7,200,495.44
24:41.0,196.71,200,495.44
24:41.0,196.71,200,495.53
24:41.0,196.72,200,492.83
24:41.1,196.73,200,493.33
24:41.1,196.73,200,491.55
24:41.1,196.74,200,489.81
24:41.1,196.73,200,489.81
24:41.1,196.74,200,489.62
24:41.2,196.73,200,489.76
24:41.2,196.73,200,488.75
24:41.2,196.73,200,489.76
24:41.2,196.76,200,489.76
24:41.2,196.75,200,490.04
24:41.3,196.75,200,486.05
24:41.3,196.76,200,487.61
24:41.3,196.76,200,487.06
24:41.3,196.76,200,486.1
24:41.3,196.76,200,486.1
24:41.4,196.75,200,485.78
24:41.4,196.75,200,486.65
24:41.4,196.76,200,487.88
24:41.4,196.76,200,487.88
24:41.5,196.75,200,486.47
24:41.5,196.77,200,486.65
24:41.5,196.76,200,486.88
24:41.5,196.77,200,484.45
24:41.5,196.77,200,486.6
24:41.6,196.77,200,484.13
24:41.6,196.78,200,484.13
24:41.6,196.78,200,484.59
24:41.6,196.78,200,482.8
24:41.6,196.76,200,483.58
24:41.7,196.77,200,483.58
24:41.7,196.76,200,485.37
24:41.7,196.76,200,485.14
24:41.7,196.77,200,485.73
24:41.7,196.76,200,485.73
24:41.8,196.76,200,484.45
24:41.8,196.74,200,486.47
24:41.8,196.73,200,485.82
24:41.8,196.73,200,488.8
24:41.9,196.75,200,490.31
24:41.9,196.74,200,490.31
24:41.9,196.74,200,487.98
24:41.9,196.74,200,489.44
24:41.9,196.74,200,489.44
24:42.0,196.73,200,489.07
24:42.0,196.73,200,489.44
24:42.0,196.71,200,490.22
24:42.0,196.71,200,489.81
24:42.0,196.73,200,492.92
24:42.1,196.71,200,492.92
24:42.1,196.71,200,491.18
24:42.1,196.7,200,493.24
24:42.1,196.7,200,493.24
24:42.1,196.7,200,494.29
24:42.2,196.7,200,494.98
24:42.2,196.7,200,494.98
24:42.2,196.71,200,494.29
24:42.2,196.71,200,494.61
24:42.2,196.71,200,494.25
24:42.3,196.7,200,494.25
24:42.3,196.7,200,493.93
24:42.3,196.71,200,494.71
24:42.3,196.71,200,495.53
24:42.3,196.71,200,494.25
24:42.4,196.71,200,493.56
24:42.4,196.71,200,493.56
24:42.4,196.71,200,494.06
24:42.4,196.7,200,494.11
24:42.5,196.69,200,494.11
24:42.5,196.71,200,495.44
24:42.5,196.7,200,496.26
24:42.5,196.7,200,494.25
24:42.5,196.71,200,494.34
24:42.6,196.71,200,495.35
24:42.6,196.7,200,493.29
24:42.6,196.71,200,493.29
24:42.6,196.71,200,494.8
24:42.6,196.7,200,493.61
24:42.7,196.69,200,494.2
24:42.7,196.69,200,494.52
24:42.7,196.67,200,496.9
24:42.7,196.68,200,496.9
24:42.8,196.68,200,499.97
24:42.8,196.69,200,498.09
24:42.8,196.69,200,497.27
24:42.8,196.69,200,497.13
24:42.8,196.69,200,497.22
24:42.9,196.7,200,497.22
24:42.9,196.7,200,496.67
24:42.9,196.71,200,495.57
24:42.9,196.71,200,495.62
24:42.9,196.71,200,493.42
24:43.0,196.7,200,494.02
24:43.0,196.72,200,494.02
24:43.0,196.71,200,494.57
24:43.0,196.72,200,491.82
24:43.0,196.72,200,492.83
24:43.1,196.72,200,491.82
24:43.1,196.71,200,491.82
24:43.1,196.71,200,492.51
24:43.1,196.72,200,492.87
24:43.1,196.73,200,493.47
24:43.2,196.73,200,491.59
24:43.2,196.72,200,491.23
24:43.2,196.73,200,491.23
24:43.2,196.74,200,491.59
24:43.2,196.73,200,490.86
24:43.3,196.72,200,489.4
24:43.3,196.72,200,490.91
24:43.3,196.72,200,491.96
24:43.3,196.73,200,491.96
24:43.3,196.72,200,492.14
24:43.4,196.73,200,490.59
24:43.4,196.73,200,492.69
24:43.4,196.73,200,491.23
24:43.4,196.73,200,491.23
24:43.5,196.71,200,491.18
24:43.5,196.73,200,491.09
24:43.5,196.72,200,493.29
24:43.5,196.72,200,491.18
24:43.5,196.72,200,492.6
24:43.6,196.71,200,491.46
24:43.6,196.71,200,491.5
24:43.6,196.73,200,493.29
24:43.6,196.71,200,493.29
24:43.6,196.72,200,490.77
24:43.7,196.72,200,493.24
24:43.7,196.72,200,492.37
24:43.7,196.71,200,492.6
24:43.7,196.69,200,492.6
24:43.7,196.71,200,493.56
24:43.8,196.71,200,495.9
24:43.8,196.71,200,493.24
24:43.8,196.7,200,493.24
24:43.8,196.7,200,493.79
24:43.9,196.7,200,494.98
24:43.9,196.7,200,494.52
24:43.9,196.71,200,495.25
24:43.9,196.71,200,495.12
24:43.9,196.71,200,492.87
24:44.0,196.71,200,493.24
24:44.0,196.7,200,493.24
24:44.0,196.71,200,493.56
24:44.0,196.73,200,495.53
24:44.0,196.71,200,492.92
24:44.1,196.71,200,491.09
24:44.1,196.71,200,493.24
24:44.1,196.69,200,493.84
24:44.1,196.69,200,493.84
24:44.1,196.7,200,496.72
24:44.2,196.7,200,496.49
24:44.2,196.69,200,495.44
24:44.2,196.68,200,495.44
24:44.2,196.69,200,495.76
24:44.3,196.68,200,497.31
24:44.3,196.68,200,495.99
24:44.3,196.68,200,497.96
24:44.3,196.68,200,497.96
24:44.3,196.69,200,497.41
24:44.4,196.69,200,497.41
24:44.4,196.69,200,496.95
24:44.4,196.7,200,497.13
24:44.4,196.7,200,496.03
24:44.4,196.68,200,495.44
24:44.5,196.68,200,495.44
24:44.5,196.68,200,497.41
24:44.5,196.7,200,497.77
24:44.5,196.68,200,497.77
24:44.5,196.68,200,495.44
24:44.6,196.68,200,497.68
24:44.6,196.68,200,498.23
24:44.6,196.68,200,498.23
24:44.6,196.68,200,497.27
24:44.6,196.7,200,497.5
24:44.7,196.71,200,498
24:44.7,196.71,200,494.43
24:44.7,196.71,200,493.93
24:44.7,196.7,200,493.93
24:44.8,196.7,200,494.25
24:44.8,196.7,200,494.71
24:44.8,196.68,200,495.44
24:44.8,196.68,200,494.66
24:44.8,196.69,200,497.27
24:44.9,196.7,200,497.27
24:44.9,196.7,200,497.13
24:44.9,196.7,200,494.89
24:44.9,196.68,200,495.57
24:44.9,196.67,200,495.39
24:45.0,196.66,200,497.63
24:45.0,196.66,200,499.6
24:45.0,196.66,200,501.34
24:45.0,196.67,200,500.34
24:45.1,196.67,200,500.34
24:45.1,196.66,200,499.05
24:45.1,196.67,200,499.6
24:45.1,196.68,200,500.29
24:45.1,196.68,200,500.2
24:45.2,196.67,200,498.73
24:45.2,196.67,200,498.73
24:45.2,196.67,200,500.11
24:45.2,196.66,200,500.06
24:45.2,196.66,200,499.42
24:45.3,196.68,200,500.89
24:45.3,196.67,200,500.89
24:45.3,196.67,200,497.77
24:45.3,196.66,200,499.74
24:45.3,196.66,200,499.97
24:45.4,196.67,200,500.98
24:45.4,196.66,200,500.98
24:45.4,196.66,200,499.79
24:45.4,196.66,200,500.93
24:45.4,196.65,200,500.93
24:45.5,196.67,200,500.93
24:45.5,196.66,200,501.89
24:45.5,196.66,200,499.6
24:45.5,196.68,200,501.43
24:45.5,196.66,200,501.43
24:45.6,196.68,200,498.5
24:45.6,196.68,200,500.38
24:45.6,196.69,200,498.23
24:45.6,196.68,200,498.23
24:45.6,196.68,200,496.77
24:45.7,196.69,200,498.46
24:45.7,196.69,200,498.46
24:45.7,196.71,200,496.72
24:45.7,196.7,200,497.04
24:45.8,196.7,200,493.61
24:45.8,196.69,200,494.48
24:45.8,196.69,200,495.35
24:45.8,196.69,200,496.08
24:45.8,196.7,200,496.17
24:45.9,196.71,200,496.17
24:45.9,196.7,200,495.48
24:45.9,196.71,200,494.11
24:45.9,196.71,200,494.8
24:45.9,196.71,200,493.93
24:46.0,196.7,200,493.93
24:46.0,196.72,200,493.93
24:46.0,196.71,200,495.25
24:46.0,196.73,200,492.74
24:46.0,196.69,200,493.56
24:46.1,196.69,200,491.13
24:46.1,196.69,200,495.8
24:46.1,196.68,200,496.77
24:46.1,196.69,200,497.22
24:46.2,196.69,200,497.73
24:46.2,196.71,200,497.18
24:46.2,196.71,200,497.18
24:46.2,196.71,200,493.47
24:46.2,196.7,200,493.24
24:46.3,196.7,200,492.78
24:46.3,196.69,200,494.34
24:46.3,196.71,200,494.34
24:46.3,196.7,200,496.08
24:46.3,196.7,200,493.47
24:46.4,196.71,200,494.84
24:46.4,196.72,200,494.34
24:46.4,196.72,200,493.61
24:46.4,196.72,200,492.23
24:46.5,196.72,200,492.23
24:46.5,196.71,200,491.5
24:46.5,196.71,200,492.6
24:46.5,196.71,200,492.83
24:46.5,196.72,200,492.83
24:46.6,196.72,200,493.97
24:46.6,196.72,200,492.65
24:46.6,196.73,200,492.42
24:46.6,196.73,200,492.42
24:46.6,196.73,200,490.54
24:46.7,196.72,200,490.95
24:46.7,196.72,200,491.04
24:46.7,196.71,200,492.05
24:46.7,196.72,200,492.05
24:46.7,196.71,200,493.24
24:46.8,196.72,200,491.78
24:46.8,196.74,200,493.33
24:46.8,196.74,200,491.27
24:46.8,196.74,200,489.3
24:46.8,196.74,200,489.3
24:46.9,196.74,200,488.25
24:46.9,196.75,200,489.3
24:46.9,196.75,200,489.3
24:46.9,196.75,200,488.07
24:46.9,196.74,200,488.2
24:47.0,196.75,200,487.15
24:47.0,196.75,200,488.66
24:47.0,196.75,200,487.75
24:47.0,196.76,200,487.7
24:47.1,196.77,200,487.7
24:47.1,196.76,200,485.64
24:47.1,196.75,200,485.18
24:47.1,196.76,200,485.92
24:47.1,196.76,200,487.2
24:47.2,196.76,200,485.55
24:47.2,196.76,200,485.55
24:47.2,196.76,200,486.42
24:47.2,196.76,200,485.64
24:47.2,196.78,200,485.6
24:47.3,196.78,200,485.6
24:47.3,196.78,200,483.63
24:47.3,196.78,200,483.67
24:47.3,196.77,200,483.54
24:47.3,196.76,200,483.54
24:47.4,196.77,200,483.81
24:47.4,196.77,200,485.64
24:47.4,196.78,200,483.76
24:47.4,196.77,200,483.76
24:47.4,196.78,200,483.72
24:47.5,196.76,200,484.36
24:47.5,196.76,200,483.63
24:47.5,196.76,200,486.37
24:47.5,196.75,200,486.37
24:47.5,196.75,200,486.51
24:47.6,196.74,200,486.83
24:47.6,196.75,200,487.01
24:47.6,196.75,200,489.49
24:47.6,196.75,200,486.88
24:47.7,196.75,200,486.88
24:47.7,196.76,200,487.56
24:47.7,196.78,200,487.84
24:47.7,196.77,200,485.32
24:47.7,196.77,200,483.31
24:47.8,196.77,200,484.41
24:47.8,196.77,200,484.41
24:47.8,196.77,200,484.82
24:47.8,196.77,200,484.95
24:47.8,196.76,200,484.27
24:47.9,196.76,200,484.54
24:47.9,196.78,200,485.78
24:47.9,196.76,200,485.78
24:47.9,196.77,200,483.58
24:47.9,196.79,200,486.51
24:48.0,196.79,200,483.86
24:48.0,196.79,200,481.57
24:48.0,196.78,200,481.57
24:48.0,196.78,200,482.21
24:48.0,196.78,200,482.89
24:48.1,196.78,200,482.53
24:48.1,196.78,200,482.3
24:48.1,196.77,200,482.3
24:48.1,196.78,200,483.49
24:48.1,196.77,200,484.27
24:48.2,196.77,200,482.89
24:48.2,196.77,200,485.09
24:48.2,196.79,200,483.95
24:48.2,196.8,200,483.95
24:48.2,196.79,200,480.79
24:48.3,196.79,200,480.74
24:48.3,196.79,200,481.06
24:48.3,196.79,200,481.06
24:48.3,196.79,200,482.07
24:48.4,196.8,200,481.89
24:48.4,196.81,200,481.2
24:48.4,196.81,200,479.83
24:48.4,196.8,200,479.23
24:48.4,196.8,200,479.23
24:48.5,196.82,200,479.28
24:48.5,196.82,200,479.28
24:48.5,196.81,200,477.22
24:48.5,196.8,200,477.22
24:48.5,196.8,200,478
24:48.6,196.8,200,480.56
24:48.6,196.8,200,480.29
24:48.6,196.8,200,479.6
24:48.6,196.79,200,479.6
24:48.7,196.8,200,479.55
24:48.7,196.8,200,481.7
24:48.7,196.79,200,480.47
24:48.7,196.79,200,480.47
24:48.7,196.77,200,481.57
24:48.8,196.77,200,481.06
24:48.8,196.78,200,484.91
24:48.8,196.79,200,484.91
24:48.8,196.79,200,483.26
24:48.8,196.78,200,481.29
24:48.9,196.8,200,481.98
24:48.9,196.8,200,483.35
24:48.9,196.82,200,479.92
24:48.9,196.8,200,479.92
24:48.9,196.8,200,476.76
24:49.0,196.8,200,480.38
24:49.0,196.8,200,479.78
24:49.0,196.81,200,479.6
24:49.0,196.81,200,479.6
24:49.0,196.81,200,478.87
24:49.1,196.81,200,478.96
24:49.1,196.81,200,478
24:49.1,196.81,200,477.81
24:49.1,196.8,200,477.81
24:49.2,196.81,200,478.23
24:49.2,196.82,200,479.51
24:49.2,196.82,200,479.23
24:49.2,196.82,200,477.31
24:49.2,196.81,200,477.31
24:49.3,196.82,200,477.08
24:49.3,196.82,200,478.5
24:49.3,196.82,200,476.39
24:49.3,196.82,200,476.26
24:49.3,196.82,200,477.26
24:49.4,196.84,200,477.26
24:49.4,196.83,200,477.4
24:49.4,196.82,200,474.38
24:49.4,196.82,200,475.2
24:49.4,196.84,200,476.9
24:49.5,196.84,200,477.54
24:49.5,196.81,200,474.33
24:49.5,196.84,200,474.33
24:49.5,196.82,200,478.18
24:49.5,196.82,200,474.38
24:49.6,196.82,200,476.62
24:49.6,196.83,200,476.62
24:49.6,196.83,200,476.3
24:49.6,196.82,200,475.66
24:49.6,196.82,200,475.66
24:49.7,196.82,200,477.17
24:49.7,196.81,200,477.63
24:49.7,196.81,200,477.63
24:49.7,196.8,200,478.45
24:49.7,196.8,200,478.55
24:49.8,196.8,200,479.51
24:49.8,196.79,200,479.28
24:49.8,196.79,200,479.83
24:49.8,196.8,200,481.84
24:49.9,196.79,200,481.84
24:49.9,196.81,200,479.78
24:49.9,196.79,200,481.38
24:49.9,196.79,200,479.1
24:49.9,196.8,200,481.98
24:50.0,196.78,200,480.79
24:50.0,196.79,200,479.92
24:50.0,196.79,200,483.22
24:50.0,196.78,200,481.8
24:50.1,196.78,200,481.8
24:50.1,196.79,200,483.12
24:50.1,196.77,200,483.49
24:50.1,196.77,200,481.66
24:50.1,196.78,200,485.05
24:50.2,196.78,200,485.05
24:50.2,196.78,200,483.35
24:50.2,196.81,200,483.63
24:50.2,196.8,200,482.53
24:50.2,196.8,200,478.5
24:50.3,196.81,200,479.83
24:50.3,196.81,200,479.83
24:50.3,196.82,200,478.5
24:50.3,196.82,200,478.04
24:50.3,196.83,200,476.39
24:50.4,196.84,200,477.4
24:50.4,196.85,200,475.43
24:50.4,196.85,200,474.43
24:50.4,196.84,200,473.24
24:50.5,196.84,200,473.24
24:50.5,196.84,200,473.83
24:50.5,196.85,200,474.15
24:50.5,196.87,200,473.97
24:50.5,196.87,200,472.46
24:50.6,196.85,200,469.57
24:50.6,196.85,200,469.57
24:50.6,196.86,200,471.77
24:50.6,196.86,200,472.14
24:50.6,196.87,200,471.31
24:50.7,196.85,200,471.31
24:50.7,196.85,200,469.89
24:50.7,196.84,200,472.87
24:50.7,196.84,200,473.05
24:50.7,196.84,200,473.74
24:50.8,196.85,200,473.33
24:50.8,196.85,200,474.38
24:50.8,196.86,200,472.6
24:50.8,196.85,200,472.6
24:50.8,196.85,200,470.9
24:50.9,196.85,200,472.18
24:50.9,196.85,200,471.77
24:50.9,196.85,200,471.95
24:50.9,196.86,200,472.32
24:51.0,196.86,200,472.32
24:51.0,196.87,200,471.63
24:51.0,196.87,200,470.9
24:51.0,196.87,200,470.17
24:51.0,196.87,200,470.03
24:51.1,196.88,200,470.03
24:51.1,196.89,200,469.8
24:51.1,196.89,200,468.52
24:51.1,196.9,200,466.69
24:51.1,196.89,200,466.69
24:51.2,196.89,200,465.04
24:51.2,196.91,200,466.51
24:51.2,196.91,200,465.77
24:51.2,196.91,200,463.26
24:51.2,196.9,200,463.26
24:51.3,196.89,200,464.13
24:51.3,196.89,200,464.4
24:51.3,196.89,200,466.78
24:51.3,196.9,200,466.78
24:51.3,196.91,200,466.55
24:51.4,196.91,200,464.68
24:51.4,196.91,200,464.04
24:51.4,196.92,200,462.84
24:51.4,196.92,200,462.84
24:51.4,196.93,200,462.07
24:51.5,196.93,200,461.29
24:51.5,196.94,200,460.14
24:51.5,196.92,200,460.14
24:51.5,196.94,200,459.37
24:51.6,196.93,200,461.43
24:51.6,196.93,200,458.95
24:51.6,196.94,200,461.06
24:51.6,196.94,200,461.06
24:51.6,196.92,200,459.41
24:51.7,196.92,200,459.55
24:51.7,196.93,200,461.98
24:51.7,196.92,200,461.98
24:51.7,196.92,200,461.15
24:51.7,196.93,200,461.56
24:51.8,196.93,200,461.29
24:51.8,196.93,200,461.24
24:51.8,196.95,200,460.83
24:51.8,196.94,200,460.83
24:51.8,196.94,200,458.04
24:51.9,196.94,200,458.77
24:51.9,196.95,200,458.77
24:51.9,196.95,200,459.5
24:51.9,196.95,200,458.22
24:51.9,196.95,200,458.22
24:52.0,196.95,200,457.08
24:52.0,196.96,200,457.31
24:52.0,196.96,200,456.76
24:52.0,196.96,200,456.07
24:52.0,196.97,200,456.07
24:52.1,196.97,200,455.8
24:52.1,196.96,200,453.96
24:52.1,196.96,200,454.1
24:52.1,196.99,200,456.12
24:52.2,196.96,200,456.12
24:52.2,196.99,200,452.13
24:52.2,197.01,200,455.75
24:52.2,197.01,200,450.9
24:52.2,197.01,200,448.47
24:52.3,197.02,200,449.11
24:52.3,197.01,200,449.11
24:52.3,197.03,200,447.1
24:52.3,197.06,200,447.88
24:52.3,197.06,200,444.76
24:52.4,197.05,200,441.06
24:52.4,197.04,200,441.06
24:52.4,197.05,200,442.06
24:52.4,197.05,200,443.85
24:52.4,197.05,200,443.21
24:52.5,197.05,200,443.21
24:52.5,197.07,200,442.61
24:52.5,197.07,200,442.11
24:52.5,197.09,200,440
24:52.5,197.09,200,439
24:52.6,197.08,200,436.61
24:52.6,197.1,200,436.61
24:52.6,197.11,200,437.35
24:52.6,197.12,200,434.42
24:52.6,197.12,200,433.87
24:52.7,197.13,200,431.35
24:52.7,197.13,200,431.99
24:52.7,197.13,200,429.98
24:52.7,197.14,200,429.98
24:52.7,197.14,200,430.34
24:52.8,197.15,200,428.56
24:52.8,197.17,200,428.56
24:52.8,197.17,200,427.28
24:52.8,197.17,200,424.94
24:52.8,197.18,200,424.07
24:52.9,197.18,200,423.84
24:52.9,197.18,200,422.74
24:52.9,197.2,200,422.74
24:52.9,197.21,200,422.33
24:53.0,197.22,200,419.49
24:53.0,197.24,200,417.8
24:53.0,197.23,200,417.43
24:53.0,197.23,200,414.09
24:53.0,197.22,200,416.15
24:53.1,197.23,200,416.15
24:53.1,197.25,200,416.89
24:53.1,197.26,200,415.92
24:53.1,197.26,200,412.9
24:53.1,197.27,200,411.07
24:53.2,197.27,200,411.48
24:53.2,197.26,200,410.25
24:53.2,197.28,200,410.25
24:53.2,197.27,200,411.07
24:53.2,197.28,200,408.46
24:53.3,197.28,200,410.16
24:53.3,197.28,200,407.46
24:53.3,197.29,200,407.82
24:53.3,197.28,200,407.82
24:53.4,197.29,200,406.08
24:53.4,197.29,200,407.73
24:53.4,197.29,200,405.99
24:53.4,197.3,200,406.04
24:53.4,197.3,200,406.13
24:53.5,197.3,200,404.85
24:53.5,197.3,200,404.85
24:53.5,197.31,200,404.85
24:53.5,197.29,200,405.03
24:53.5,197.32,200,403.7
24:53.6,197.32,200,406.72
24:53.6,197.32,200,402.56
24:53.6,197.33,200,402.6
24:53.6,197.34,200,402.6
24:53.6,197.34,200,400.13
24:53.7,197.34,200,399.67
24:53.7,197.34,200,398.99
24:53.7,197.35,200,398.44
24:53.7,197.34,200,398.44
24:53.7,197.35,200,397.66
24:53.8,197.35,200,399.17
24:53.8,197.38,200,397.52
24:53.8,197.38,200,397.89
24:53.8,197.36,200,392.99
24:53.8,197.37,200,392.99
24:53.9,197.38,200,395.55
24:53.9,197.41,200,393.95
24:53.9,197.41,200,393.31
24:53.9,197.4,200,389.19
24:53.9,197.4,200,389.19
24:54.0,197.4,200,390.7
24:54.0,197.4,200,390.47
24:54.0,197.41,200,390.11
24:54.0,197.42,200,390.11
24:54.1,197.43,200,387.91
24:54.1,197.44,200,386.49
24:54.1,197.44,200,384.93
24:54.1,197.44,200,384.38
24:54.1,197.45,200,384.52
24:54.2,197.45,200,384.52
24:54.2,197.47,200,382.83
24:54.2,197.49,200,382
24:54.2,197.5,200,380.17
24:54.2,197.5,200,377.15
24:54.3,197.5,200,374.86
24:54.3,197.53,200,374.86
24:54.3,197.52,200,374.73
24:54.3,197.54,200,370.65
24:54.3,197.54,200,371.57
24:54.4,197.54,200,369.28
24:54.4,197.53,200,368.91
24:54.4,197.54,200,368.91
24:54.4,197.55,200,369.83
24:54.4,197.55,200,369.32
24:54.5,197.54,200,367.49
24:54.5,197.54,200,367.31
24:54.5,197.54,200,368.73
24:54.5,197.57,200,368.73
24:54.5,197.57,200,368.45
24:54.6,197.57,200,365.16
24:54.6,197.58,200,363.92
24:54.6,197.57,200,363.92
24:54.6,197.59,200,363.24
24:54.6,197.59,200,364.15
24:54.7,197.6,200,361.59
24:54.7,197.6,200,360.81
24:54.7,197.64,200,359.34
24:54.7,197.64,200,359.34
24:54.7,197.64,200,353.67
24:54.8,197.63,200,353.39
24:54.8,197.64,200,354.63
24:54.8,197.64,200,355.18
24:54.8,197.66,200,353.85
24:54.8,197.67,200,353.85
24:54.9,197.66,200,350.69
24:54.9,197.66,200,349.5
24:54.9,197.67,200,351.61
24:54.9,197.67,200,351.61
24:55.0,197.68,200,350.23
24:55.0,197.7,200,349.73
24:55.0,197.71,200,348.4
24:55.0,197.73,200,345.52
24:55.0,197.73,200,343.32
24:55.1,197.72,200,340.58
24:55.1,197.74,200,340.58
24:55.1,197.73,200,342.09
24:55.1,197.74,200,339.52
24:55.1,197.74,200,340.53
24:55.2,197.74,200,338.56
24:55.2,197.76,200,339.34
24:55.2,197.75,200,339.34
24:55.2,197.74,200,335.95
24:55.3,197.76,200,337.1
24:55.3,197.75,200,339.48
24:55.3,197.75,200,336.32
24:55.3,197.76,200,337.46
24:55.3,197.76,200,337.46
24:55.4,197.74,200,336.64
24:55.4,197.73,200,335.59
24:55.4,197.73,200,338.75
24:55.4,197.74,200,340.44
24:55.4,197.73,200,340.44
24:55.5,197.73,200,339.34
24:55.5,197.73,200,339.94
24:55.5,197.71,200,340.07
24:55.5,197.71,200,340.16
24:55.5,197.71,200,343.41
24:55.6,197.72,200,343.64
24:55.6,197.75,200,343.64
24:55.6,197.73,200,342.22
24:55.6,197.73,200,338.2
24:55.6,197.73,200,340.35
