Time (abs), P1 (atm), SetP1 (atm), Rate (Hz) 
12:58.3,198.38,200,247.1
12:58.3,198.35,200,247.1
12:58.3,198.35,200,243.67
12:58.3,198.36,200,248.11
12:58.3,198.37,200,246.96
12:58.4,198.37,200,245.96
12:58.4,198.35,200,244.4
12:58.4,198.34,200,244.17
12:58.4,198.34,200,247.97
12:58.5,198.36,200,248.57
12:58.5,198.35,200,248.57
12:58.5,198.36,200,245.86
12:58.5,198.37,200,247.42
12:58.5,198.37,200,246.64
12:58.6,198.37,200,243.85
12:58.6,198.37,200,244.54
12:58.6,198.36,200,244.54
12:58.6,198.36,200,244.95
12:58.6,198.37,200,245.27
12:58.7,198.38,200,245.5
12:58.7,198.37,200,243.94
12:58.7,198.37,200,242.48
12:58.7,198.36,200,243.94
12:58.8,198.35,200,243.94
12:58.8,198.37,200,246.14
12:58.8,198.37,200,246.87
12:58.8,198.36,200,244.63
12:58.8,198.37,200,244.63
12:58.9,198.38,200,245.36
12:58.9,198.38,200,244.58
12:58.9,198.38,200,243.26
12:58.9,198.41,200,243.62
12:58.9,198.39,200,243.62
12:59.0,198.39,200,239.18
12:59.0,198.4,200,241.15
12:59.0,198.39,200,241.7
12:59.0,198.39,200,240.42
12:59.1,198.39,200,241.93
12:59.1,198.38,200,242.11
12:59.1,198.4,200,242.11
12:59.1,198.4,200,242.57
12:59.1,198.4,200,240.6
12:59.2,198.39,200,240.14
12:59.2,198.39,200,240.1
12:59.2,198.4,200,240.92
12:59.2,198.4,200,240.92
12:59.2,198.41,200,240.42
12:59.3,198.4,200,240.01
12:59.3,198.4,200,239.04
12:59.3,198.41,200,239.78
12:59.3,198.41,200,239.78
12:59.3,198.41,200,237.99
12:59.4,198.41,200,238.4
12:59.4,198.42,200,238.27
12:59.4,198.42,200,238.08
12:59.4,198.42,200,236.62
12:59.5,198.42,200,236.39
12:59.5,198.45,200,236.39
12:59.5,198.45,200,237.63
12:59.5,198.45,200,232.64
12:59.5,198.45,200,233.05
12:59.6,198.44,200,233.23
12:59.6,198.44,200,232.41
12:59.6,198.45,200,234.28
12:59.6,198.44,200,234.28
12:59.6,198.45,200,231.86
12:59.7,198.45,200,233.6
12:59.7,198.46,200,232.41
12:59.7,198.46,200,232.41
12:59.7,198.46,200,231.67
12:59.7,198.48,200,230.99
12:59.8,198.46,200,230.99
12:59.8,198.48,200,228.65
12:59.8,198.47,200,231.54
12:59.8,198.47,200,228.61
12:59.8,198.48,200,229.61
12:59.9,198.49,200,229.61
12:59.9,198.49,200,228.06
12:59.9,198.49,200,226.46
12:59.9,198.49,200,227.19
13:00.0,198.49,200,227.05
13:00.0,198.5,200,225.77
13:00.0,198.51,200,225.77
13:00.0,198.51,200,225.63
13:00.0,198.49,200,224.17
13:00.1,198.49,200,223.66
13:00.1,198.49,200,225.91
13:00.1,198.5,200,225.81
13:00.1,198.51,200,225.81
13:00.1,198.51,200,224.3
13:00.2,198.52,200,223.53
13:00.2,198.52,200,223.43
13:00.2,198.51,200,221.97
13:00.2,198.52,200,221.97
13:00.2,198.52,200,223.07
13:00.3,198.53,200,222.56
13:00.3,198.53,200,222.56
13:00.3,198.52,200,219.86
13:00.3,198.54,200,219.86
13:00.3,198.54,200,222.06
13:00.4,198.54,200,218.67
13:00.4,198.55,200,218.67
13:00.4,198.55,200,218.26
13:00.4,198.55,200,217.44
13:00.4,198.55,200,217.8
13:00.5,198.55,200,216.75
13:00.5,198.56,200,216.75
13:00.5,198.57,200,217.8
13:00.5,198.57,200,215.84
13:00.6,198.57,200,214.92
13:00.6,198.56,200,215.15
13:00.6,198.56,200,214
13:00.6,198.58,200,216.11
13:00.6,198.56,200,216.2
13:00.7,198.56,200,213.23
13:00.7,198.59,200,215.29
13:00.7,198.6,200,215.29
13:00.7,198.6,200,211.53
13:00.7,198.58,200,209.61
13:00.8,198.59,200,209.61
13:00.8,198.61,200,212.77
13:00.8,198.6,200,211.03
13:00.8,198.61,200,209.06
13:00.8,198.61,200,209.98
13:00.9,198.61,200,208.28
13:00.9,198.62,200,207.92
13:00.9,198.61,200,207.92
13:00.9,198.61,200,207.69
13:00.9,198.63,200,208.01
13:01.0,198.63,200,207.96
13:01.0,198.63,200,206.09
13:01.0,198.63,200,206.13
13:01.0,198.63,200,206.13
13:01.0,198.64,200,206.04
13:01.1,198.62,200,205.95
13:01.1,198.62,200,204.44
13:01.1,198.62,200,207.05
13:01.1,198.63,200,206.36
13:01.2,198.62,200,206.36
13:01.2,198.65,200,205.12
13:01.2,198.65,200,206.73
13:01.2,198.65,200,202.1
13:01.2,198.65,200,202.93
13:01.3,198.65,200,202.15
13:01.3,198.64,200,202.15
13:01.3,198.64,200,202.38
13:01.3,198.66,200,204.21
13:01.3,198.66,200,203.84
13:01.4,198.66,200,201.1
13:01.4,198.66,200,200.73
13:01.4,198.67,200,200.68
13:01.4,198.67,200,200.68
13:01.4,198.67,200,199.31
13:01.5,198.68,200,198.81
13:01.5,198.68,200,199.63
13:01.5,198.68,200,198.53
13:01.5,198.68,200,198.26
13:01.6,198.69,200,198.26
13:01.6,198.69,200,198.07
13:01.6,198.68,200,196.56
13:01.6,198.68,200,197.02
13:01.6,198.68,200,197.57
13:01.7,198.69,200,197.57
13:01.7,198.72,200,197.75
13:01.7,198.69,200,196.47
13:01.7,198.7,200,191.44
13:01.7,198.7,200,196.29
13:01.8,198.71,200,195.1
13:01.8,198.71,200,195.1
13:01.8,198.71,200,193.82
13:01.8,198.7,200,193.82
13:01.8,198.69,200,193.82
13:01.9,198.7,200,194.64
13:01.9,198.7,200,196.11
13:01.9,198.7,200,194.96
13:01.9,198.71,200,195.42
13:01.9,198.71,200,195.42
13:02.0,198.71,200,193.68
13:02.0,198.7,200,193.18
13:02.0,198.7,200,193.18
13:02.0,198.71,200,194.32
13:02.0,198.71,200,195.14
13:02.1,198.71,200,193.73
13:02.1,198.7,200,194.05
13:02.1,198.7,200,194.05
13:02.1,198.7,200,195.47
13:02.2,198.7,200,194.64
13:02.2,198.7,200,194.64
13:02.2,198.71,200,194.41
13:02.2,198.71,200,194.55
13:02.3,198.71,200,193.95
13:02.3,198.71,200,194.23
13:02.3,198.7,200,194
13:02.3,198.7,200,194
13:02.3,198.71,200,195.56
13:02.4,198.71,200,194.32
13:02.4,198.71,200,193.04
13:02.4,198.7,200,193.04
13:02.4,198.71,200,193.45
13:02.4,198.71,200,195.14
13:02.5,198.72,200,193.91
13:02.5,198.7,200,193.91
13:02.5,198.71,200,192.21
13:02.5,198.72,200,194.73
13:02.5,198.71,200,194.09
13:02.6,198.7,200,192.31
13:02.6,198.7,200,194.23
13:02.6,198.68,200,195.6
13:02.6,198.68,200,195.6
13:02.7,198.69,200,197.98
13:02.7,198.71,200,197.71
13:02.7,198.71,200,196.88
13:02.7,198.71,200,193.91
13:02.7,198.7,200,193.91
13:02.8,198.7,200,194.23
13:02.8,198.7,200,195.69
13:02.8,198.69,200,195.69
13:02.8,198.7,200,194.32
13:02.9,198.71,200,196.29
13:02.9,198.71,200,195.19
13:02.9,198.7,200,193.68
13:02.9,198.71,200,194.05
13:02.9,198.71,200,194.55
13:03.0,198.69,200,193.77
13:03.0,198.69,200,193.77
13:03.0,198.7,200,196.01
13:03.0,198.7,200,196.01
13:03.0,198.7,200,194.55
13:03.1,198.69,200,194.55
13:03.1,198.71,200,194.5
13:03.1,198.71,200,196.2
13:03.1,198.69,200,193.63
13:03.2,198.69,200,193.63
13:03.2,198.69,200,196.43
13:03.2,198.67,200,196.43
13:03.2,198.66,200,196.93
13:03.2,198.68,200,199.31
13:03.3,198.69,200,200.27
13:03.3,198.69,200,198.58
13:03.3,198.68,200,196.52
13:03.3,198.69,200,196.52
13:03.3,198.69,200,198.07
13:03.4,198.69,200,197.2
13:03.4,198.69,200,196.29
13:03.4,198.69,200,196.29
13:03.4,198.69,200,196.15
13:03.4,198.69,200,196.24
13:03.5,198.69,200,196.24
13:03.5,198.69,200,196.33
13:03.5,198.69,200,196.56
13:03.5,198.69,200,196.56
13:03.6,198.69,200,196.52
13:03.6,198.68,200,196.52
13:03.6,198.68,200,196.33
13:03.6,198.69,200,197.53
13:03.6,198.69,200,197.53
13:03.7,198.68,200,196.79
13:03.7,198.68,200,196.79
13:03.7,198.68,200,197.66
13:03.7,198.68,200,197.66
13:03.7,198.68,200,197.39
13:03.8,198.69,200,198.3
13:03.8,198.69,200,197.85
13:03.8,198.69,200,197.11
13:03.8,198.68,200,197.11
13:03.9,198.68,200,196.11
13:03.9,198.69,200,197.94
13:03.9,198.68,200,198.03
13:03.9,198.69,200,196.56
13:04.0,198.68,200,198.12
13:04.0,198.68,200,196.98
13:04.0,198.68,200,198.26
13:04.0,198.66,200,198.26
13:04.0,198.68,200,198.49
13:04.1,198.67,200,200.78
13:04.1,198.67,200,198.72
13:04.1,198.67,200,199.22
13:04.1,198.66,200,200.18
13:04.2,198.66,200,200.18
13:04.2,198.66,200,200.32
13:04.2,198.66,200,201.55
13:04.2,198.66,200,201.51
13:04.2,198.67,200,200.87
13:04.3,198.67,200,200.87
13:04.3,198.67,200,199.86
13:04.3,198.66,200,199.45
13:04.3,198.66,200,199.04
13:04.3,198.65,200,201.19
13:04.4,198.65,200,201
13:04.4,198.65,200,202.56
13:04.4,198.65,200,202.56
13:04.4,198.65,200,203.2
13:04.4,198.64,200,202.84
13:04.5,198.63,200,202.84
13:04.5,198.64,200,203.43
13:04.5,198.64,200,205.03
13:04.5,198.64,200,203.8
13:04.6,198.64,200,203.48
13:04.6,198.63,200,203.48
13:04.6,198.64,200,203.7
13:04.6,198.64,200,205.31
13:04.6,198.64,200,204.21
13:04.7,198.63,200,204.57
13:04.7,198.64,200,204.57
13:04.7,198.63,200,205.31
13:04.7,198.63,200,204.25
13:04.7,198.62,200,206.18
13:04.8,198.62,200,206.18
13:04.8,198.62,200,206.27
13:04.8,198.63,200,206.31
13:04.8,198.65,200,206.31
13:04.8,198.64,200,205.22
13:04.9,198.64,200,202.93
13:04.9,198.63,200,204.57
13:04.9,198.63,200,204.57
13:04.9,198.63,200,205.72
13:04.9,198.63,200,206.04
13:05.0,198.61,200,205.9
13:05.0,198.61,200,205.9
13:05.0,198.61,200,208.37
13:05.0,198.61,200,208.37
13:05.0,198.6,200,208.24
13:05.1,198.6,200,208.92
13:05.1,198.6,200,209.93
13:05.1,198.6,200,209.93
13:05.1,198.61,200,210.48
13:05.2,198.61,200,210.48
13:05.2,198.61,200,208.15
13:05.2,198.6,200,208.6
13:05.2,198.61,200,208.6
13:05.2,198.61,200,209.52
13:05.3,198.61,200,207.92
13:05.3,198.62,200,207.92
13:05.3,198.61,200,208.65
13:05.3,198.61,200,206.77
13:05.3,198.61,200,208.33
13:05.4,198.63,200,208.33
13:05.4,198.63,200,208.56
13:05.4,198.62,200,205.54
13:05.4,198.63,200,205.54
13:05.4,198.63,200,206.54
13:05.5,198.63,200,204.94
13:05.5,198.63,200,204.8
13:05.5,198.63,200,204.8
13:05.5,198.65,200,204.8
13:05.5,198.64,200,205.95
13:05.6,198.63,200,203.02
13:05.6,198.63,200,204.53
13:05.6,198.63,200,204.9
13:05.6,198.63,200,205.67
13:05.7,198.64,200,205.67
13:05.7,198.63,200,206.13
13:05.7,198.63,200,204.12
13:05.7,198.64,200,205.35
13:05.7,198.63,200,205.35
13:05.8,198.64,200,203.7
13:05.8,198.64,200,205.03
13:05.8,198.63,200,204.57
13:05.8,198.63,200,204.57
13:05.8,198.64,200,204.8
13:05.9,198.63,200,204.8
13:05.9,198.64,200,204.12
13:05.9,198.64,200,205.58
13:05.9,198.63,200,204.48
13:05.9,198.63,200,204.44
13:06.0,198.64,200,205.08
13:06.0,198.64,200,205.08
13:06.0,198.63,200,203.75
13:06.0,198.64,200,204.48
13:06.0,198.65,200,205.17
13:06.1,198.65,200,203.75
13:06.1,198.65,200,202.65
13:06.1,198.63,200,202.88
13:06.1,198.63,200,202.88
13:06.2,198.63,200,205.49
13:06.2,198.63,200,205.22
13:06.2,198.64,200,205.35
13:06.2,198.65,200,204.76
13:06.2,198.64,200,204.07
13:06.3,198.64,200,202.7
13:06.3,198.64,200,204.67
13:06.3,198.64,200,203.43
13:06.3,198.64,200,203.43
13:06.4,198.63,200,204.12
13:06.4,198.63,200,204.03
13:06.4,198.64,200,205.31
13:06.4,198.64,200,205.76
13:06.4,198.64,200,204.67
13:06.5,198.64,200,203.8
13:06.5,198.64,200,203.8
13:06.5,198.64,200,204.03
13:06.5,198.65,200,203.61
13:06.5,198.65,200,203.29
13:06.6,198.63,200,203.11
13:06.6,198.64,200,203.11
13:06.6,198.64,200,205.17
13:06.6,198.65,200,203.29
13:06.6,198.66,200,203.29
13:06.7,198.65,200,202.61
13:06.7,198.65,200,201.64
13:06.7,198.64,200,202.93
13:06.7,198.64,200,202.93
13:06.7,198.64,200,203.93
13:06.8,198.64,200,204.53
13:06.8,198.65,200,204.53
13:06.8,198.64,200,204.71
13:06.8,198.64,200,202.56
13:06.9,198.64,200,203.34
13:06.9,198.65,200,203.34
13:06.9,198.64,200,204.35
13:06.9,198.64,200,203.16
13:06.9,198.64,200,203.38
13:07.0,198.64,200,203.38
13:07.0,198.63,200,203.34
13:07.0,198.64,200,203.61
13:07.0,198.65,200,204.94
13:07.0,198.64,200,204.48
13:07.1,198.64,200,202.97
13:07.1,198.64,200,203.43
13:07.1,198.65,200,203.43
13:07.1,198.64,200,203.38
13:07.1,198.64,200,201.97
13:07.2,198.64,200,204.39
13:07.2,198.66,200,204.03
13:07.2,198.66,200,203.29
13:07.2,198.67,200,201.32
13:07.3,198.67,200,201.32
13:07.3,198.67,200,199.49
13:07.3,198.68,200,199.91
13:07.3,198.68,200,198.94
13:07.3,198.69,200,197.94
13:07.4,198.68,200,198.39
13:07.4,198.68,200,196.88
13:07.4,198.69,200,197.53
13:07.4,198.68,200,197.53
13:07.4,198.68,200,196.79
13:07.5,198.68,200,198.53
13:07.5,198.68,200,197.25
13:07.5,198.68,200,197.62
13:07.5,198.67,200,197.62
13:07.5,198.68,200,197.89
13:07.6,198.67,200,199.4
13:07.6,198.67,200,198.39
13:07.6,198.66,200,199.36
13:07.6,198.68,200,199.36
13:07.6,198.68,200,200.41
13:07.7,198.67,200,198.44
13:07.7,198.67,200,198.58
13:07.7,198.66,200,198.81
13:07.7,198.68,200,198.81
13:07.8,198.66,200,200.41
13:07.8,198.66,200,198.21
13:07.8,198.66,200,201.37
13:07.8,198.66,200,200.64
13:07.8,198.66,200,200.68
13:07.9,198.65,200,200.68
13:07.9,198.67,200,200.82
13:07.9,198.67,200,201.83
13:07.9,198.66,200,199.68
13:07.9,198.65,200,199.68
13:08.0,198.65,200,200.27
13:08.0,198.65,200,201.78
13:08.0,198.65,200,202.06
13:08.0,198.64,200,202.06
13:08.0,198.64,200,202.97
13:08.1,198.64,200,203.38
13:08.1,198.64,200,204.39
13:08.1,198.63,200,204.12
13:08.1,198.63,200,204.12
13:08.1,198.63,200,205.81
13:08.2,198.63,200,205.76
13:08.2,198.65,200,205.76
13:08.2,198.65,200,205.44
13:08.2,198.65,200,202.47
13:08.2,198.65,200,201.92
13:08.3,198.64,200,202.7
13:08.3,198.65,200,202.7
13:08.3,198.65,200,203.61
13:08.3,198.64,200,202.88
13:08.4,198.66,200,202.88
13:08.4,198.66,200,203.48
13:08.4,198.66,200,201.64
13:08.4,198.65,200,201.64
13:08.4,198.65,200,201.51
13:08.5,198.66,200,202.1
13:08.5,198.66,200,202.1
13:08.5,198.66,200,201.6
13:08.5,198.67,200,200.36
13:08.5,198.66,200,200.55
13:08.6,198.66,200,199.95
13:08.6,198.66,200,201.28
13:08.6,198.66,200,200.55
13:08.6,198.66,200,200.55
13:08.7,198.66,200,200.32
13:08.7,198.66,200,200.27
13:08.7,198.65,200,200.82
13:08.7,198.65,200,200.87
13:08.7,198.66,200,201.97
13:08.8,198.65,200,201.97
13:08.8,198.66,200,201.42
13:08.8,198.66,200,202.33
13:08.8,198.66,200,200.36
13:08.8,198.65,200,201.14
13:08.9,198.65,200,201.14
13:08.9,198.66,200,202.56
13:08.9,198.64,200,202.33
13:08.9,198.64,200,201.55
13:09.0,198.65,200,203.38
13:09.0,198.65,200,203.38
13:09.0,198.65,200,202.79
13:09.0,198.66,200,203.16
13:09.0,198.63,200,202.06
13:09.1,198.63,200,201.46
13:09.1,198.63,200,204.9
13:09.1,198.64,200,204.9
13:09.1,198.64,200,204.9
13:09.1,198.64,200,203.89
13:09.2,198.63,200,203.57
13:09.2,198.63,200,203.57
13:09.2,198.64,200,205.58
13:09.2,198.63,200,205.54
13:09.2,198.63,200,204.21
13:09.3,198.62,200,205.12
13:09.3,198.62,200,205.12
13:09.3,198.62,200,206.31
13:09.3,198.62,200,206.5
13:09.3,198.62,200,206.5
13:09.4,198.66,200,206.95
13:09.4,198.63,200,206.27
13:09.4,198.63,200,200.41
13:09.4,198.62,200,205.08
13:09.5,198.63,200,205.08
13:09.5,198.63,200,206.59
13:09.5,198.63,200,204.94
13:09.5,198.63,200,205.72
13:09.5,198.63,200,206.18
13:09.6,198.63,200,206.18
13:09.6,198.63,200,204.85
13:09.6,198.63,200,205.9
13:09.6,198.62,200,205.17
13:09.6,198.61,200,205.17
13:09.7,198.62,200,206.36
13:09.7,198.62,200,208.33
13:09.7,198.62,200,206.82
13:09.7,198.61,200,207.69
13:09.7,198.61,200,206.45
13:09.8,198.62,200,208.37
13:09.8,198.62,200,208.37
13:09.8,198.61,200,207.37
13:09.8,198.62,200,207.6
13:09.8,198.62,200,208.88
13:09.9,198.62,200,206.82
13:09.9,198.6,200,207.5
13:09.9,198.6,200,207.5
13:09.9,198.6,200,209.98
13:09.9,198.63,200,210.48
13:10.0,198.62,200,209.56
13:10.0,198.62,200,206.09
13:10.0,198.61,200,207.18
13:10.0,198.61,200,207.18
13:10.1,198.6,200,208.1
13:10.1,198.62,200,208.01
13:10.1,198.61,200,210.02
13:10.1,198.6,200,207.14
13:10.1,198.6,200,208.56
13:10.2,198.61,200,210.48
13:10.2,198.6,200,210.48
13:10.2,198.61,200,208.97
13:10.2,198.6,200,209.34
13:10.2,198.6,200,208.51
13:10.3,198.61,200,209.56
13:10.3,198.62,200,209.56
13:10.3,198.62,200,209.15
13:10.3,198.62,200,207.41
13:10.4,198.61,200,207.41
13:10.4,198.62,200,207.23
13:10.4,198.61,200,208.1
13:10.4,198.62,200,206.82
13:10.4,198.62,200,208.1
13:10.5,198.62,200,207.23
13:10.5,198.62,200,206.54
13:10.5,198.62,200,206.54
13:10.5,198.6,200,207.73
13:10.5,198.62,200,207.18
13:10.6,198.62,200,209.47
13:10.6,198.61,200,207.09
13:10.6,198.6,200,207.09
13:10.6,198.62,200,208.28
13:10.7,198.6,200,209.7
13:10.7,198.6,200,207.05
13:10.7,198.57,200,209.61
13:10.7,198.57,200,209.61
13:10.7,198.57,200,214.69
13:10.8,198.57,200,214.28
13:10.8,198.57,200,214.19
13:10.8,198.57,200,214.32
13:10.8,198.58,200,214.32
13:10.8,198.6,200,213.82
13:10.9,198.6,200,212.4
13:10.9,198.58,200,210.39
13:10.9,198.58,200,210.39
13:10.9,198.59,200,212.81
13:10.9,198.59,200,213.04
13:11.0,198.59,200,210.98
13:11.0,198.59,200,211.99
13:11.0,198.59,200,211.76
13:11.0,198.61,200,211.07
13:11.1,198.6,200,211.07
13:11.1,198.61,200,208.69
13:11.1,198.62,200,209.52
13:11.1,198.62,200,209.11
13:11.1,198.62,200,207.28
13:11.2,198.61,200,206.5
13:11.2,198.61,200,207.37
13:11.2,198.62,200,208.88
13:11.2,198.61,200,208.88
13:11.2,198.61,200,206.59
13:11.3,198.62,200,208.01
13:11.3,198.62,200,208.05
13:11.3,198.62,200,207.37
13:11.3,198.63,200,207.37
13:11.3,198.62,200,206.73
13:11.4,198.61,200,205.44
13:11.4,198.63,200,206.95
13:11.4,198.63,200,208.15
13:11.4,198.63,200,205.31
13:11.4,198.62,200,205.4
13:11.5,198.63,200,205.4
13:11.5,198.62,200,207.23
13:11.5,198.62,200,206.09
13:11.5,198.6,200,207.23
13:11.5,198.63,200,207.23
13:11.6,198.62,200,209.93
13:11.6,198.63,200,205.72
13:11.6,198.63,200,206.68
13:11.6,198.63,200,204.9
13:11.7,198.62,200,204.9
13:11.7,198.63,200,206.18
13:11.7,198.63,200,207.28
13:11.7,198.63,200,205.67
13:11.7,198.62,200,206.09
13:11.8,198.64,200,206.09
13:11.8,198.65,200,207.05
13:11.8,198.65,200,203.93
13:11.8,198.65,200,202.74
13:11.8,198.66,200,202.61
13:11.9,198.65,200,202.61
13:11.9,198.65,200,200.96
13:11.9,198.67,200,202.47
13:11.9,198.66,200,202.47
13:11.9,198.67,200,199.08
13:12.0,198.67,200,201.28
13:12.0,198.68,200,200.18
13:12.0,198.67,200,199.63
13:12.0,198.67,200,197.62
13:12.0,198.68,200,199.17
13:12.1,198.67,200,199.17
13:12.1,198.67,200,198.35
13:12.1,198.68,200,199.86
13:12.1,198.68,200,199.31
13:12.2,198.68,200,198.58
13:12.2,198.68,200,198.58
13:12.2,198.7,200,198.44
13:12.2,198.71,200,198.58
13:12.3,198.69,200,195.33
13:12.3,198.71,200,193.59
13:12.3,198.7,200,196.29
13:12.3,198.7,200,193.68
13:12.3,198.7,200,195.37
13:12.4,198.7,200,194.37
13:12.4,198.7,200,194.82
13:12.4,198.71,200,194.82
13:12.4,198.71,200,194.78
13:12.4,198.71,200,194.23
13:12.5,198.72,200,193.82
13:12.5,198.72,200,193.82
13:12.5,198.71,200,191.71
13:12.5,198.72,200,192.72
13:12.5,198.7,200,193.41
13:12.6,198.71,200,191.89
13:12.6,198.72,200,194.27
13:12.6,198.71,200,193.27
13:12.6,198.71,200,192.4
13:12.6,198.72,200,192.76
13:12.7,198.72,200,192.76
13:12.7,198.71,200,192.58
13:12.7,198.71,200,191.99
13:12.7,198.71,200,193.68
13:12.8,198.71,200,193.27
13:12.8,198.7,200,193.27
13:12.8,198.72,200,193.54
13:12.8,198.72,200,194.27
13:12.8,198.71,200,192.31
13:12.9,198.71,200,192.49
13:12.9,198.73,200,193.08
13:12.9,198.71,200,193.08
13:12.9,198.71,200,191.12
13:12.9,198.73,200,193.82
13:13.0,198.73,200,193.86
13:13.0,198.74,200,189.88
13:13.0,198.74,200,190.57
13:13.0,198.74,200,188.51
13:13.1,198.74,200,188.51
13:13.1,198.74,200,188.83
13:13.1,198.75,200,189.01
13:13.1,198.75,200,189.29
13:13.1,198.74,200,187.23
13:13.2,198.75,200,187.23
13:13.2,198.74,200,188.78
13:13.2,198.75,200,188.05
13:13.2,198.73,200,188.96
13:13.2,198.75,200,187.04
13:13.3,198.75,200,190.06
13:13.3,198.75,200,188.23
13:13.3,198.74,200,187.55
13:13.3,198.75,200,187.55
13:13.4,198.74,200,188.87
13:13.4,198.74,200,187.09
13:13.4,198.75,200,188.83
13:13.4,198.77,200,188.83
13:13.5,198.72,200,187.18
13:13.5,198.72,200,184.52
13:13.5,198.73,200,191.62
13:13.5,198.76,200,192.17
13:13.5,198.76,200,190.34
13:13.6,198.74,200,186.68
13:13.6,198.74,200,186.68
13:13.6,198.74,200,189.01
13:13.6,198.74,200,188.55
13:13.7,198.74,200,188.55
13:13.7,198.73,200,188.55
13:13.7,198.73,200,188.28
13:13.7,198.73,200,190.52
13:13.7,198.73,200,190.52
13:13.8,198.72,200,190.52
13:13.8,198.73,200,190.52
13:13.8,198.73,200,192.58
13:13.8,198.71,200,190.66
13:13.9,198.71,200,190.66
13:13.9,198.69,200,194.18
13:13.9,198.69,200,194.18
13:13.9,198.68,200,196.11
13:13.9,198.68,200,196.11
13:14.0,198.68,200,197.43
13:14.0,198.66,200,197.43
13:14.0,198.66,200,197.89
13:14.0,198.66,200,201.64
13:14.1,198.64,200,201.64
13:14.1,198.64,200,201.64
13:14.1,198.64,200,203.38
13:14.1,198.64,200,203.93
13:14.1,198.63,200,204.25
13:14.2,198.61,200,204.25
13:14.2,198.61,200,205.86
13:14.2,198.61,200,208.05
13:14.2,198.62,200,208.05
13:14.3,198.63,200,208.42
13:14.3,198.62,200,206.54
13:14.3,198.62,200,205.95
13:14.3,198.62,200,206.86
13:14.3,198.62,200,207.6
13:14.4,198.63,200,207
13:14.4,198.63,200,207
13:14.4,198.63,200,205.44
13:14.4,198.63,200,206.18
13:14.4,198.62,200,205.86
13:14.5,198.62,200,205.72
13:14.5,198.61,200,207.18
13:14.5,198.61,200,207.18
13:14.5,198.62,200,208.33
13:14.6,198.61,200,208.47
13:14.6,198.6,200,207.05
13:14.6,198.6,200,208.83
13:14.6,198.6,200,209.34
13:14.6,198.61,200,210.25
13:14.7,198.61,200,209.93
13:14.7,198.61,200,208.79
13:14.7,198.62,200,208.42
13:14.7,198.59,200,208.42
13:14.8,198.59,200,207.46
13:14.8,198.6,200,210.85
13:14.8,198.62,200,211.4
13:14.8,198.62,200,210.25
13:14.8,198.61,200,207.5
13:14.9,198.6,200,207.5
13:14.9,198.6,200,208.19
13:14.9,198.6,200,209.34
13:14.9,198.62,200,209.34
13:14.9,198.61,200,209.29
13:15.0,198.61,200,207.46
13:15.0,198.61,200,208.6
13:15.0,198.6,200,208.6
13:15.0,198.6,200,209.2
13:15.0,198.6,200,209.88
13:15.1,198.6,200,209.7
13:15.1,198.61,200,210.53
13:15.1,198.6,200,210.53
13:15.1,198.6,200,208.88
13:15.1,198.61,200,209.84
13:15.2,198.61,200,209.38
13:15.2,198.6,200,208.33
13:15.2,198.6,200,208.33
13:15.2,198.61,200,209.66
13:15.3,198.61,200,210.02
13:15.3,198.59,200,208.83
13:15.3,198.59,200,209.2
13:15.3,198.59,200,211.03
13:15.3,198.59,200,210.75
13:15.4,198.58,200,211.53
13:15.4,198.59,200,211.53
13:15.4,198.61,200,212.54
13:15.4,198.61,200,211.76
13:15.4,198.61,200,208.79
13:15.5,198.6,200,208.69
13:15.5,198.61,200,208.69
13:15.5,198.6,200,209.29
13:15.5,198.59,200,209.2
13:15.5,198.61,200,209.75
13:15.6,198.61,200,210.75
13:15.6,198.6,200,207.92
13:15.6,198.61,200,207.92
13:15.6,198.6,200,209.29
13:15.6,198.61,200,208.79
13:15.7,198.61,200,209.75
13:15.7,198.61,200,207.82
13:15.7,198.61,200,207.82
13:15.7,198.62,200,208.24
13:15.7,198.61,200,207.87
13:15.8,198.61,200,207.6
13:15.8,198.61,200,208.42
13:15.8,198.61,200,208.83
13:15.8,198.61,200,208.83
13:15.9,198.6,200,208.51
13:15.9,198.6,200,208.79
13:15.9,198.59,200,209.47
13:15.9,198.59,200,209.38
13:15.9,198.59,200,212.22
13:16.0,198.6,200,212.22
13:16.0,198.61,200,211.03
13:16.0,198.61,200,209.75
13:16.0,198.6,200,209.01
13:16.0,198.61,200,209.01
13:16.1,198.6,200,209.98
13:16.1,198.6,200,207.96
13:16.1,198.59,200,210.25
13:16.1,198.57,200,210.25
13:16.2,198.59,200,211.99
13:16.2,198.59,200,213.78
13:16.2,198.6,200,211.4
13:16.2,198.62,200,211.4
13:16.2,198.62,200,209.7
13:16.3,198.6,200,206.59
13:16.3,198.61,200,206.59
13:16.3,198.6,200,209.79
13:16.3,198.6,200,208.47
13:16.3,198.59,200,210.53
13:16.4,198.59,200,210.53
13:16.4,198.59,200,211.53
13:16.4,198.59,200,211.53
13:16.4,198.59,200,211.26
13:16.4,198.59,200,211.26
13:16.5,198.58,200,211.62
13:16.5,198.59,200,211.53
13:16.5,198.59,200,212.72
13:16.5,198.59,200,212.08
13:16.5,198.61,200,212.08
13:16.6,198.61,200,211.44
13:16.6,198.59,200,209.24
13:16.6,198.59,200,209.24
13:16.6,198.6,200,211.44
13:16.7,198.59,200,212.04
13:16.7,198.6,200,210.48
13:16.7,198.6,200,211.07
